rally,ball_round,roundscore_A,roundscore_B,player,type,backhand,landing_area,player_location_area,opponent_location_area,getpoint_player,flaw,set,match_id,rally_id
11,12,4,7,CHOU Tien Chen,切球,0,1,4,8,,,1,10,767
11,13,4,7,NG Ka Long Angus,挑球,0,8,8,8,,,1,10,767
11,14,4,7,CHOU Tien Chen,殺球,0,6,8,8,,,1,10,767
11,15,4,7,NG Ka Long Angus,接殺防守,1,7,8,6,,,1,10,767
11,16,4,7,CHOU Tien Chen,挑球,1,9,8,8,,,1,10,767
11,17,4,7,NG Ka Long Angus,切球,0,1,8,8,,,1,10,767
11,18,4,7,CHOU Tien Chen,網前球,1,1,1,9,B,,1,10,767
16,1,7,9,NG Ka Long Angus,發短球,1,7,8,8,,,1,10,772
16,2,7,9,CHOU Tien Chen,挑球,1,9,7,8,,,1,10,772
16,3,7,9,NG Ka Long Angus,切球,0,1,9,8,,,1,10,772
16,4,7,9,CHOU Tien Chen,網前球,1,1,1,8,,,1,10,772
16,5,7,9,NG Ka Long Angus,挑球,0,9,1,7,,,1,10,772
16,6,7,9,CHOU Tien Chen,長球,0,4,9,8,,,1,10,772
16,7,7,9,NG Ka Long Angus,切球,0,1,6,8,,,1,10,772
16,8,7,9,CHOU Tien Chen,挑球,1,3,5,8,,,1,10,772
16,9,7,9,NG Ka Long Angus,平球,0,5,3,8,,,1,10,772
16,10,7,9,CHOU Tien Chen,接殺防守,1,9,8,8,,,1,10,772
16,11,7,9,NG Ka Long Angus,殺球,0,6,8,8,,,1,10,772
16,12,7,9,CHOU Tien Chen,接殺防守,0,2,8,8,,,1,10,772
16,13,7,9,NG Ka Long Angus,推撲球,1,5,7,6,B,,1,10,772
18,1,8,10,NG Ka Long Angus,發短球,1,7,8,8,,,1,10,774
18,2,8,10,CHOU Tien Chen,網前球,1,2,7,8,,,1,10,774
18,3,8,10,NG Ka Long Angus,挑球,1,7,6,8,A,,1,10,774
19,1,9,10,CHOU Tien Chen,發短球,1,7,8,8,,,1,10,775
19,2,9,10,NG Ka Long Angus,網前球,0,2,8,8,,,1,10,775
19,3,9,10,CHOU Tien Chen,挑球,0,3,7,8,,,1,10,775
19,4,9,10,NG Ka Long Angus,長球,0,4,9,8,,,1,10,775
19,5,9,10,CHOU Tien Chen,平球,0,6,9,8,,,1,10,775
19,6,9,10,NG Ka Long Angus,接殺防守,1,7,8,8,,,1,10,775
19,7,9,10,CHOU Tien Chen,推撲球,0,4,7,8,,,1,10,775
19,8,9,10,NG Ka Long Angus,切球,0,1,8,8,,,1,10,775
19,9,9,10,CHOU Tien Chen,網前球,1,1,1,8,,,1,10,775
19,10,9,10,NG Ka Long Angus,網前球,0,1,7,8,,,1,10,775
19,11,9,10,CHOU Tien Chen,挑球,1,9,1,7,,,1,10,775
19,12,9,10,NG Ka Long Angus,切球,0,6,8,8,,,1,10,775
19,13,9,10,CHOU Tien Chen,網前球,0,2,8,9,,,1,10,775
19,14,9,10,NG Ka Long Angus,挑球,1,3,7,8,,,1,10,775
19,15,9,10,CHOU Tien Chen,長球,1,3,9,8,,,1,10,775
19,16,9,10,NG Ka Long Angus,切球,0,5,3,8,,,1,10,775
19,17,9,10,CHOU Tien Chen,挑球,1,3,8,8,,,1,10,775
19,18,9,10,NG Ka Long Angus,切球,0,1,3,8,,,1,10,775
19,19,9,10,CHOU Tien Chen,挑球,1,3,8,8,,,1,10,775
19,20,9,10,NG Ka Long Angus,切球,0,7,3,8,A,,1,10,775
20,1,9,11,CHOU Tien Chen,發短球,1,7,8,8,,,1,10,776
20,2,9,11,NG Ka Long Angus,網前球,0,7,8,8,,,1,10,776
20,3,9,11,CHOU Tien Chen,挑球,0,9,7,8,,,1,10,776
20,4,9,11,NG Ka Long Angus,長球,0,6,9,8,,,1,10,776
20,5,9,11,CHOU Tien Chen,殺球,0,10,8,8,B,,1,10,776
22,1,11,11,CHOU Tien Chen,發短球,1,1,8,8,,,1,10,778
22,2,11,11,NG Ka Long Angus,網前球,0,1,7,8,,,1,10,778
22,3,11,11,CHOU Tien Chen,挑球,1,9,7,8,,,1,10,778
22,4,11,11,NG Ka Long Angus,切球,0,2,9,8,,,1,10,778
22,5,11,11,CHOU Tien Chen,挑球,0,9,8,8,,,1,10,778
22,6,11,11,NG Ka Long Angus,切球,1,8,9,8,,,1,10,778
22,7,11,11,CHOU Tien Chen,挑球,1,9,8,8,,,1,10,778
22,8,11,11,NG Ka Long Angus,殺球,0,6,8,8,,,1,10,778
22,9,11,11,CHOU Tien Chen,接殺防守,0,6,8,8,,,1,10,778
22,10,11,11,NG Ka Long Angus,接殺防守,1,8,8,8,,,1,10,778
22,11,11,11,CHOU Tien Chen,接殺防守,0,8,8,8,,,1,10,778
22,12,11,11,NG Ka Long Angus,接殺防守,0,7,8,8,,,1,10,778
22,13,11,11,CHOU Tien Chen,網前球,1,1,8,8,,,1,10,778
22,14,11,11,NG Ka Long Angus,挑球,0,1,1,8,A,,1,10,778
23,1,12,11,CHOU Tien Chen,發短球,1,7,8,8,,,1,10,779
23,2,12,11,NG Ka Long Angus,挑球,0,4,8,8,,,1,10,779
23,3,12,11,CHOU Tien Chen,長球,0,3,9,8,,,1,10,779
23,4,12,11,NG Ka Long Angus,切球,0,7,8,8,,,1,10,779
23,5,12,11,CHOU Tien Chen,推撲球,0,3,7,8,,,1,10,779
23,6,12,11,NG Ka Long Angus,切球,0,1,3,8,A,,1,10,779
27,1,15,12,CHOU Tien Chen,發短球,1,7,8,8,,,1,10,783
27,2,15,12,NG Ka Long Angus,挑球,0,5,8,8,,,1,10,783
27,3,15,12,CHOU Tien Chen,長球,1,9,8,8,,,1,10,783
27,4,15,12,NG Ka Long Angus,切球,0,8,9,8,,,1,10,783
27,5,15,12,CHOU Tien Chen,挑球,0,3,8,9,,,1,10,783
27,6,15,12,NG Ka Long Angus,殺球,0,5,9,8,,,1,10,783
27,7,15,12,CHOU Tien Chen,接殺防守,1,1,8,3,,,1,10,783
27,8,15,12,NG Ka Long Angus,挑球,0,4,8,8,,,1,10,783
27,9,15,12,CHOU Tien Chen,長球,0,4,9,8,,,1,10,783
27,10,15,12,NG Ka Long Angus,切球,0,7,8,8,,,1,10,783
27,11,15,12,CHOU Tien Chen,網前球,1,1,7,8,,,1,10,783
27,12,15,12,NG Ka Long Angus,網前球,0,1,7,7,A,,1,10,783
28,1,16,12,CHOU Tien Chen,發短球,1,8,8,8,,,1,10,784
28,2,16,12,NG Ka Long Angus,網前球,0,7,8,8,,,1,10,784
28,3,16,12,CHOU Tien Chen,挑球,1,4,7,8,,,1,10,784
28,4,16,12,NG Ka Long Angus,長球,0,6,8,8,,,1,10,784
28,5,16,12,CHOU Tien Chen,長球,0,4,8,8,,,1,10,784
28,6,16,12,NG Ka Long Angus,長球,0,4,8,8,,,1,10,784
28,7,16,12,CHOU Tien Chen,殺球,0,6,4,8,,,1,10,784
28,8,16,12,NG Ka Long Angus,網前球,1,1,8,8,,,1,10,784
28,9,16,12,CHOU Tien Chen,網前球,1,1,8,8,,,1,10,784
28,10,16,12,NG Ka Long Angus,挑球,0,3,1,8,,,1,10,784
28,11,16,12,CHOU Tien Chen,長球,0,3,8,8,,,1,10,784
28,12,16,12,NG Ka Long Angus,長球,0,3,9,8,,,1,10,784
28,13,16,12,CHOU Tien Chen,殺球,0,8,8,8,,,1,10,784
28,14,16,12,NG Ka Long Angus,接殺防守,1,7,8,5,,,1,10,784
28,15,16,12,CHOU Tien Chen,挑球,0,4,8,8,,,1,10,784
28,16,16,12,NG Ka Long Angus,切球,0,6,8,8,,,1,10,784
28,17,16,12,CHOU Tien Chen,網前球,0,7,8,8,,,1,10,784
28,18,16,12,NG Ka Long Angus,網前球,0,7,7,7,A,,1,10,784
30,1,16,14,NG Ka Long Angus,發短球,1,7,8,8,,,1,10,786
30,2,16,14,CHOU Tien Chen,挑球,1,8,7,8,,,1,10,786
30,3,16,14,NG Ka Long Angus,殺球,0,6,8,8,B,,1,10,786
31,1,16,15,NG Ka Long Angus,發短球,1,7,8,8,,,1,10,787
31,2,16,15,CHOU Tien Chen,網前球,0,1,7,8,,,1,10,787
31,3,16,15,NG Ka Long Angus,挑球,0,9,7,8,,,1,10,787
31,4,16,15,CHOU Tien Chen,長球,0,3,8,8,,,1,10,787
31,5,16,15,NG Ka Long Angus,切球,0,8,3,8,,,1,10,787
31,6,16,15,CHOU Tien Chen,推撲球,1,8,7,3,,,1,10,787
31,7,16,15,NG Ka Long Angus,接殺防守,1,8,8,7,,,1,10,787
31,8,16,15,CHOU Tien Chen,殺球,0,10,8,8,B,,1,10,787
32,1,17,15,NG Ka Long Angus,發短球,1,7,8,8,,,1,10,788
32,2,17,15,CHOU Tien Chen,挑球,1,9,7,8,,,1,10,788
32,3,17,15,NG Ka Long Angus,殺球,0,8,8,8,,,1,10,788
32,4,17,15,CHOU Tien Chen,接殺防守,1,7,8,9,,,1,10,788
32,5,17,15,NG Ka Long Angus,網前球,0,7,8,8,,,1,10,788
32,6,17,15,CHOU Tien Chen,挑球,1,8,8,8,,,1,10,788
32,7,17,15,NG Ka Long Angus,切球,0,5,8,8,,,1,10,788
32,8,17,15,CHOU Tien Chen,網前球,1,1,8,9,,,1,10,788
32,9,17,15,NG Ka Long Angus,網前球,0,7,7,8,,,1,10,788
32,10,17,15,CHOU Tien Chen,網前球,1,7,7,7,,,1,10,788
32,11,17,15,NG Ka Long Angus,網前球,1,7,7,7,A,,1,10,788
34,1,19,15,CHOU Tien Chen,發短球,1,7,8,8,,,1,10,790
34,2,19,15,NG Ka Long Angus,網前球,1,2,8,8,,,1,10,790
34,3,19,15,CHOU Tien Chen,網前球,0,2,8,8,,,1,10,790
34,4,19,15,NG Ka Long Angus,網前球,1,2,7,8,,,1,10,790
34,5,19,15,CHOU Tien Chen,挑球,0,9,2,8,,,1,10,790
34,6,19,15,NG Ka Long Angus,切球,0,7,8,8,A,,1,10,790
36,1,21,15,CHOU Tien Chen,發短球,1,1,8,8,,,1,10,792
36,2,21,15,NG Ka Long Angus,挑球,0,4,7,8,,,1,10,792
36,3,21,15,CHOU Tien Chen,長球,0,9,9,8,,,1,10,792
36,4,21,15,NG Ka Long Angus,長球,0,8,8,8,,,1,10,792
36,5,21,15,CHOU Tien Chen,殺球,0,5,8,8,,,1,10,792
36,6,21,15,NG Ka Long Angus,接殺防守,0,5,8,8,,,1,10,792
36,7,21,15,CHOU Tien Chen,長球,1,3,8,8,,,1,10,792
36,8,21,15,NG Ka Long Angus,長球,0,3,3,8,,,1,10,792
36,9,21,15,CHOU Tien Chen,切球,1,7,3,8,,,1,10,792
36,10,21,15,NG Ka Long Angus,挑球,1,3,8,8,,,1,10,792
36,11,21,15,CHOU Tien Chen,切球,1,2,9,8,,,1,10,792
36,12,21,15,NG Ka Long Angus,挑球,1,3,8,8,,,1,10,792
36,13,21,15,CHOU Tien Chen,切球,1,5,9,8,,,1,10,792
36,14,21,15,NG Ka Long Angus,網前球,0,2,8,8,,,1,10,792
36,15,21,15,CHOU Tien Chen,網前球,0,7,7,8,,,1,10,792
36,16,21,15,NG Ka Long Angus,挑球,0,9,7,2,,,1,10,792
36,17,21,15,CHOU Tien Chen,接殺防守,0,8,9,7,,,1,10,792
36,18,21,15,NG Ka Long Angus,切球,0,7,8,9,A,,1,10,792
1,1,1,0,CHOU Tien Chen,發短球,1,2,8,8,,,2,10,793
1,2,1,0,NG Ka Long Angus,挑球,0,10,7,8,A,,2,10,793
3,1,3,0,CHOU Tien Chen,發短球,1,7,8,8,,,2,10,795
3,2,3,0,NG Ka Long Angus,網前球,0,2,7,8,,,2,10,795
3,3,3,0,CHOU Tien Chen,挑球,1,8,8,8,,,2,10,795
3,4,3,0,NG Ka Long Angus,切球,0,10,8,8,A,,2,10,795
4,1,4,0,CHOU Tien Chen,發短球,1,7,8,8,,,2,10,796
4,2,4,0,NG Ka Long Angus,網前球,1,2,8,8,,,2,10,796
4,3,4,0,CHOU Tien Chen,網前球,1,2,8,8,,,2,10,796
4,4,4,0,NG Ka Long Angus,網前球,0,2,7,8,,,2,10,796
4,5,4,0,CHOU Tien Chen,挑球,1,9,7,7,,,2,10,796
4,6,4,0,NG Ka Long Angus,切球,0,8,9,8,,,2,10,796
4,7,4,0,CHOU Tien Chen,接殺防守,1,5,8,8,,,2,10,796
4,8,4,0,NG Ka Long Angus,網前球,1,7,8,8,,,2,10,796
4,9,4,0,CHOU Tien Chen,網前球,1,7,7,8,,,2,10,796
4,10,4,0,NG Ka Long Angus,網前球,1,1,7,8,,,2,10,796
4,11,4,0,CHOU Tien Chen,推撲球,0,7,7,7,A,,2,10,796
5,1,4,1,CHOU Tien Chen,發短球,1,7,8,8,,,2,10,797
5,2,4,1,NG Ka Long Angus,挑球,0,6,7,8,,,2,10,797
5,3,4,1,CHOU Tien Chen,切球,1,2,8,8,,,2,10,797
5,4,4,1,NG Ka Long Angus,挑球,0,3,2,8,,,2,10,797
5,5,4,1,CHOU Tien Chen,長球,0,8,8,8,,,2,10,797
5,6,4,1,NG Ka Long Angus,殺球,0,6,8,9,B,,2,10,797
6,1,4,2,NG Ka Long Angus,發短球,1,7,8,8,,,2,10,798
6,2,4,2,CHOU Tien Chen,網前球,1,7,8,8,,,2,10,798
6,3,4,2,NG Ka Long Angus,挑球,1,4,7,8,,,2,10,798
6,4,4,2,CHOU Tien Chen,長球,0,4,9,8,,,2,10,798
6,5,4,2,NG Ka Long Angus,平球,0,8,9,8,,,2,10,798
6,6,4,2,CHOU Tien Chen,挑球,1,8,8,8,,,2,10,798
6,7,4,2,NG Ka Long Angus,切球,0,5,8,8,,,2,10,798
6,8,4,2,CHOU Tien Chen,網前球,0,1,5,8,,,2,10,798
6,9,4,2,NG Ka Long Angus,挑球,1,9,1,8,,,2,10,798
6,10,4,2,CHOU Tien Chen,殺球,0,6,9,8,,,2,10,798
6,11,4,2,NG Ka Long Angus,網前球,0,5,8,9,,,2,10,798
6,12,4,2,CHOU Tien Chen,推撲球,0,5,8,8,,,2,10,798
6,13,4,2,NG Ka Long Angus,切球,1,1,8,8,,,2,10,798
6,14,4,2,CHOU Tien Chen,推撲球,0,10,1,8,B,,2,10,798
7,1,4,3,NG Ka Long Angus,發短球,1,1,8,8,,,2,10,799
7,2,4,3,CHOU Tien Chen,網前球,0,7,8,8,,,2,10,799
7,3,4,3,NG Ka Long Angus,網前球,0,7,7,8,,,2,10,799
7,4,4,3,CHOU Tien Chen,挑球,1,3,7,7,B,,2,10,799
8,1,5,3,NG Ka Long Angus,發短球,1,7,8,8,,,2,10,800
8,2,5,3,CHOU Tien Chen,網前球,1,7,7,8,,,2,10,800
8,3,5,3,NG Ka Long Angus,網前球,0,7,7,8,,,2,10,800
8,4,5,3,CHOU Tien Chen,挑球,1,9,7,7,,,2,10,800
8,5,5,3,NG Ka Long Angus,殺球,0,8,9,8,,,2,10,800
8,6,5,3,CHOU Tien Chen,接殺防守,0,7,8,8,,,2,10,800
8,7,5,3,NG Ka Long Angus,推撲球,1,8,8,8,,,2,10,800
8,8,5,3,CHOU Tien Chen,接殺防守,0,4,8,8,A,,2,10,800
9,1,6,3,CHOU Tien Chen,發短球,1,7,8,8,,,2,10,801
9,2,6,3,NG Ka Long Angus,挑球,0,4,7,8,,,2,10,801
9,3,6,3,CHOU Tien Chen,切球,1,7,4,8,,,2,10,801
9,4,6,3,NG Ka Long Angus,網前球,0,1,8,9,,,2,10,801
9,5,6,3,CHOU Tien Chen,挑球,0,8,7,8,,,2,10,801
9,6,6,3,NG Ka Long Angus,殺球,0,6,8,8,,,2,10,801
9,7,6,3,CHOU Tien Chen,接殺防守,1,7,8,8,,,2,10,801
9,8,6,3,NG Ka Long Angus,網前球,0,8,8,8,,,2,10,801
9,9,6,3,CHOU Tien Chen,網前球,0,1,8,8,,,2,10,801
9,10,6,3,NG Ka Long Angus,挑球,1,4,1,8,,,2,10,801
9,11,6,3,CHOU Tien Chen,長球,1,8,9,8,,,2,10,801
9,12,6,3,NG Ka Long Angus,殺球,0,10,8,8,A,,2,10,801
11,1,6,5,NG Ka Long Angus,發短球,1,7,8,8,,,2,10,803
11,2,6,5,CHOU Tien Chen,挑球,1,8,8,8,,,2,10,803
11,3,6,5,NG Ka Long Angus,長球,0,3,9,8,,,2,10,803
11,4,6,5,CHOU Tien Chen,長球,0,9,3,8,,,2,10,803
11,5,6,5,NG Ka Long Angus,切球,0,7,9,8,,,2,10,803
11,6,6,5,CHOU Tien Chen,網前球,1,2,7,8,,,2,10,803
11,7,6,5,NG Ka Long Angus,挑球,0,3,7,8,,,2,10,803
11,8,6,5,CHOU Tien Chen,長球,0,3,9,8,,,2,10,803
11,9,6,5,NG Ka Long Angus,切球,0,5,5,8,,,2,10,803
11,10,6,5,CHOU Tien Chen,網前球,0,1,5,8,,,2,10,803
11,11,6,5,NG Ka Long Angus,網前球,1,1,7,8,,,2,10,803
11,12,6,5,CHOU Tien Chen,網前球,0,1,7,7,,,2,10,803
11,13,6,5,NG Ka Long Angus,挑球,1,3,1,8,,,2,10,803
11,14,6,5,CHOU Tien Chen,切球,0,1,9,8,,,2,10,803
11,15,6,5,NG Ka Long Angus,網前球,1,7,5,8,,,2,10,803
11,16,6,5,CHOU Tien Chen,網前球,0,7,7,8,,,2,10,803
11,17,6,5,NG Ka Long Angus,挑球,0,9,7,7,,,2,10,803
11,18,6,5,CHOU Tien Chen,殺球,0,5,9,8,,,2,10,803
11,19,6,5,NG Ka Long Angus,接殺防守,1,8,8,8,,,2,10,803
11,20,6,5,CHOU Tien Chen,殺球,0,8,8,8,,,2,10,803
11,21,6,5,NG Ka Long Angus,接殺防守,0,7,8,8,,,2,10,803
11,22,6,5,CHOU Tien Chen,網前球,1,7,7,8,,,2,10,803
11,23,6,5,NG Ka Long Angus,挑球,1,4,7,8,,,2,10,803
11,24,6,5,CHOU Tien Chen,長球,0,9,4,8,,,2,10,803
11,25,6,5,NG Ka Long Angus,長球,0,4,9,8,,,2,10,803
11,26,6,5,CHOU Tien Chen,殺球,0,6,8,8,,,2,10,803
11,27,6,5,NG Ka Long Angus,接殺防守,0,8,8,4,,,2,10,803
11,28,6,5,CHOU Tien Chen,挑球,0,6,8,8,,,2,10,803
11,29,6,5,NG Ka Long Angus,長球,0,4,8,8,,,2,10,803
11,30,6,5,CHOU Tien Chen,切球,0,10,4,8,B,,2,10,803
12,1,7,5,NG Ka Long Angus,發短球,1,7,8,8,,,2,10,804
12,2,7,5,CHOU Tien Chen,挑球,1,3,8,8,,,2,10,804
12,3,7,5,NG Ka Long Angus,切球,0,1,8,8,,,2,10,804
12,4,7,5,CHOU Tien Chen,挑球,0,3,5,8,,,2,10,804
12,5,7,5,NG Ka Long Angus,切球,0,10,8,8,A,,2,10,804
13,1,7,6,CHOU Tien Chen,發短球,1,7,8,8,,,2,10,805
13,2,7,6,NG Ka Long Angus,挑球,0,9,7,8,,,2,10,805
13,3,7,6,CHOU Tien Chen,殺球,0,5,9,8,,,2,10,805
13,4,7,6,NG Ka Long Angus,網前球,1,2,8,8,,,2,10,805
13,5,7,6,CHOU Tien Chen,網前球,1,2,8,8,,,2,10,805
13,6,7,6,NG Ka Long Angus,網前球,0,2,2,8,,,2,10,805
13,7,7,6,CHOU Tien Chen,推撲球,1,7,7,2,B,,2,10,805
14,1,7,7,NG Ka Long Angus,發短球,1,1,8,8,,,2,10,806
14,2,7,7,CHOU Tien Chen,推撲球,0,5,7,8,,,2,10,806
14,3,7,7,NG Ka Long Angus,切球,0,1,8,8,,,2,10,806
14,4,7,7,CHOU Tien Chen,網前球,0,1,1,8,B,,2,10,806
15,1,8,7,NG Ka Long Angus,發短球,1,7,8,8,,,2,10,807
15,2,8,7,CHOU Tien Chen,挑球,1,3,8,8,,,2,10,807
15,3,8,7,NG Ka Long Angus,切球,1,7,3,8,,,2,10,807
15,4,8,7,CHOU Tien Chen,推撲球,0,6,7,8,A,,2,10,807
17,1,9,8,CHOU Tien Chen,發短球,1,7,8,8,,,2,10,809
17,2,9,8,NG Ka Long Angus,挑球,0,9,8,8,,,2,10,809
17,3,9,8,CHOU Tien Chen,長球,0,5,9,8,,,2,10,809
17,4,9,8,NG Ka Long Angus,殺球,0,6,8,8,B,,2,10,809
18,1,10,8,NG Ka Long Angus,發短球,1,1,8,8,,,2,10,810
18,2,10,8,CHOU Tien Chen,網前球,0,7,8,8,,,2,10,810
18,3,10,8,NG Ka Long Angus,挑球,0,9,7,8,,,2,10,810
18,4,10,8,CHOU Tien Chen,殺球,0,6,9,8,,,2,10,810
18,5,10,8,NG Ka Long Angus,接殺防守,0,2,8,9,,,2,10,810
18,6,10,8,CHOU Tien Chen,挑球,1,3,7,8,,,2,10,810
18,7,10,8,NG Ka Long Angus,切球,0,7,8,8,,,2,10,810
18,8,10,8,CHOU Tien Chen,網前球,1,2,8,8,,,2,10,810
18,9,10,8,NG Ka Long Angus,網前球,0,2,7,8,A,,2,10,810
20,1,12,8,CHOU Tien Chen,發短球,1,7,8,8,,,2,10,812
20,2,12,8,NG Ka Long Angus,挑球,0,4,7,8,,,2,10,812
20,3,12,8,CHOU Tien Chen,長球,1,6,9,8,,,2,10,812
20,4,12,8,NG Ka Long Angus,殺球,0,6,8,8,,,2,10,812
20,5,12,8,CHOU Tien Chen,接殺防守,1,2,8,6,,,2,10,812
20,6,12,8,NG Ka Long Angus,推撲球,0,8,2,8,,,2,10,812
20,7,12,8,CHOU Tien Chen,接殺防守,1,5,8,2,,,2,10,812
20,8,12,8,NG Ka Long Angus,挑球,1,3,8,8,,,2,10,812
20,9,12,8,CHOU Tien Chen,殺球,0,6,9,8,A,,2,10,812
21,1,13,8,CHOU Tien Chen,發短球,1,7,8,8,,,2,10,813
21,2,13,8,NG Ka Long Angus,網前球,0,7,7,8,,,2,10,813
21,3,13,8,CHOU Tien Chen,網前球,1,7,7,8,,,2,10,813
21,4,13,8,NG Ka Long Angus,挑球,1,9,7,7,,,2,10,813
21,5,13,8,CHOU Tien Chen,殺球,0,8,9,8,,,2,10,813
21,6,13,8,NG Ka Long Angus,接殺防守,1,7,8,8,A,,2,10,813
23,1,14,9,CHOU Tien Chen,發短球,1,7,8,8,,,2,10,815
23,2,14,9,NG Ka Long Angus,挑球,1,3,7,8,,,2,10,815
23,3,14,9,CHOU Tien Chen,切球,0,1,9,8,B,,2,10,815
25,1,15,10,CHOU Tien Chen,發短球,1,7,8,8,,,2,10,817
25,2,15,10,NG Ka Long Angus,網前球,1,2,7,8,,,2,10,817
25,3,15,10,CHOU Tien Chen,網前球,1,2,7,8,,,2,10,817
25,4,15,10,NG Ka Long Angus,挑球,0,9,2,7,,,2,10,817
25,5,15,10,CHOU Tien Chen,切球,0,5,9,8,,,2,10,817
25,6,15,10,NG Ka Long Angus,網前球,1,7,5,9,,,2,10,817
25,7,15,10,CHOU Tien Chen,網前球,0,2,8,8,,,2,10,817
25,8,15,10,NG Ka Long Angus,網前球,0,2,7,8,,,2,10,817
25,9,15,10,CHOU Tien Chen,網前球,1,2,7,7,,,2,10,817
25,10,15,10,NG Ka Long Angus,推撲球,0,8,7,7,B,,2,10,817
26,1,16,10,NG Ka Long Angus,發短球,1,7,8,8,,,2,10,818
26,2,16,10,CHOU Tien Chen,網前球,0,7,7,8,,,2,10,818
26,3,16,10,NG Ka Long Angus,挑球,0,9,7,8,,,2,10,818
26,4,16,10,CHOU Tien Chen,切球,1,7,8,8,,,2,10,818
26,5,16,10,NG Ka Long Angus,網前球,0,1,8,8,,,2,10,818
26,6,16,10,CHOU Tien Chen,挑球,0,9,8,8,,,2,10,818
26,7,16,10,NG Ka Long Angus,平球,0,6,9,8,,,2,10,818
26,8,16,10,CHOU Tien Chen,接殺防守,1,4,8,8,,,2,10,818
26,9,16,10,NG Ka Long Angus,切球,0,6,4,8,,,2,10,818
26,10,16,10,CHOU Tien Chen,挑球,1,3,8,8,,,2,10,818
26,11,16,10,NG Ka Long Angus,切球,0,5,8,8,,,2,10,818
26,12,16,10,CHOU Tien Chen,網前球,0,7,5,8,,,2,10,818
26,13,16,10,NG Ka Long Angus,網前球,0,2,7,8,,,2,10,818
26,14,16,10,CHOU Tien Chen,挑球,1,5,7,7,,,2,10,818
26,15,16,10,NG Ka Long Angus,長球,0,10,8,8,A,,2,10,818
27,1,17,10,CHOU Tien Chen,發短球,1,7,8,8,,,2,10,819
27,2,17,10,NG Ka Long Angus,挑球,0,9,7,8,,,2,10,819
27,3,17,10,CHOU Tien Chen,殺球,0,5,8,8,A,,2,10,819
28,1,17,11,CHOU Tien Chen,發短球,1,7,8,8,,,2,10,820
28,2,17,11,NG Ka Long Angus,挑球,0,3,7,8,,,2,10,820
28,3,17,11,CHOU Tien Chen,切球,0,7,9,8,,,2,10,820
28,4,17,11,NG Ka Long Angus,網前球,0,2,8,8,,,2,10,820
28,5,17,11,CHOU Tien Chen,挑球,1,9,8,8,,,2,10,820
28,6,17,11,NG Ka Long Angus,長球,0,3,9,8,,,2,10,820
28,7,17,11,CHOU Tien Chen,切球,0,5,9,8,,,2,10,820
28,8,17,11,NG Ka Long Angus,挑球,1,9,5,8,,,2,10,820
28,9,17,11,CHOU Tien Chen,長球,1,8,9,8,,,2,10,820
28,10,17,11,NG Ka Long Angus,殺球,0,5,8,8,,,2,10,820
28,11,17,11,CHOU Tien Chen,接殺防守,0,1,8,8,,,2,10,820
28,12,17,11,NG Ka Long Angus,挑球,1,9,1,5,,,2,10,820
28,13,17,11,CHOU Tien Chen,切球,0,7,9,8,,,2,10,820
28,14,17,11,NG Ka Long Angus,網前球,0,7,7,8,,,2,10,820
28,15,17,11,CHOU Tien Chen,網前球,1,7,7,7,B,,2,10,820
29,1,17,12,NG Ka Long Angus,發短球,1,7,8,8,,,2,10,821
29,2,17,12,CHOU Tien Chen,挑球,0,4,8,8,,,2,10,821
29,3,17,12,NG Ka Long Angus,切球,0,6,9,8,,,2,10,821
29,4,17,12,CHOU Tien Chen,網前球,1,1,6,8,,,2,10,821
29,5,17,12,NG Ka Long Angus,推撲球,1,3,7,8,,,2,10,821
29,6,17,12,CHOU Tien Chen,切球,0,2,9,8,,,2,10,821
29,7,17,12,NG Ka Long Angus,推撲球,0,8,7,8,,,2,10,821
29,8,17,12,CHOU Tien Chen,接殺防守,1,8,8,7,,,2,10,821
29,9,17,12,NG Ka Long Angus,切球,1,8,8,8,,,2,10,821
29,10,17,12,CHOU Tien Chen,切球,1,9,8,8,,,2,10,821
29,11,17,12,NG Ka Long Angus,切球,0,7,9,8,,,2,10,821
29,12,17,12,CHOU Tien Chen,挑球,1,10,8,8,B,,2,10,821
30,1,17,13,NG Ka Long Angus,發短球,1,1,8,8,,,2,10,822
30,2,17,13,CHOU Tien Chen,推撲球,0,5,1,8,,,2,10,822
30,3,17,13,NG Ka Long Angus,長球,1,8,8,8,,,2,10,822
30,4,17,13,CHOU Tien Chen,長球,1,8,8,8,,,2,10,822
30,5,17,13,NG Ka Long Angus,殺球,0,6,8,8,,,2,10,822
30,6,17,13,CHOU Tien Chen,接殺防守,1,2,8,8,,,2,10,822
30,7,17,13,NG Ka Long Angus,網前球,0,2,7,8,,,2,10,822
30,8,17,13,CHOU Tien Chen,挑球,1,8,7,7,,,2,10,822
30,9,17,13,NG Ka Long Angus,殺球,0,5,8,8,B,,2,10,822
31,1,18,13,NG Ka Long Angus,發短球,1,7,8,8,,,2,10,823
31,2,18,13,CHOU Tien Chen,挑球,1,5,8,8,,,2,10,823
31,3,18,13,NG Ka Long Angus,切球,0,1,8,8,A,,2,10,823
32,1,19,13,CHOU Tien Chen,發短球,1,7,8,8,,,2,10,824
32,2,19,13,NG Ka Long Angus,推撲球,0,8,7,8,,,2,10,824
32,3,19,13,CHOU Tien Chen,接殺防守,0,8,8,7,,,2,10,824
